stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening C:\trabalho PI\Em-busca-do-Hardware-perdido\JogoPi2\Debug\allegro5.cfg r
acodec   D                ogg.c:265  _al_load_ogg_vorbis_f            [   0.36619] rate 44100
acodec   D                ogg.c:266  _al_load_ogg_vorbis_f            [   0.36627] total_samples 252288
acodec   D                ogg.c:267  _al_load_ogg_vorbis_f            [   0.36636] total_size 1009152
dtor     D               dtor.c:196  _al_register_destructor          [   0.37562] added dtor for sample 0C2ED270, func 7948124E
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.37576] opening infos.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.37612] opening infos.png rb
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.37628] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.37637] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.37645] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.37654] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.37663] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.37675] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.37685] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.37696] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.37707] Fake format
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.37720] Alpha doesn't match
d3d      D         d3d_disp.cpp:1213 real_choose_bitmap_format        [   0.37729] Adapter format is 23
d3d      D         d3d_disp.cpp:1216 real_choose_bitmap_format        [   0.37737] Found a format
d3d      I         d3d_disp.cpp:2387 d3d_create_bitmap                [   0.37746] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.38003] added dtor for bitmap 0C2E1E88, func 790B23FB
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.38828] opening cred.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.38852] opening cred.png rb
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.38866] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.38874] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.38882] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.38890] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.38901] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.38914] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.38928] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.38941] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.38952] Fake format
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.38963] Alpha doesn't match
d3d      D         d3d_disp.cpp:1213 real_choose_bitmap_format        [   0.38971] Adapter format is 23
d3d      D         d3d_disp.cpp:1216 real_choose_bitmap_format        [   0.38980] Found a format
d3d      I         d3d_disp.cpp:2387 d3d_create_bitmap                [   0.38987] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.39200] added dtor for bitmap 0C2EC7A8, func 790B23FB
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.39794] opening iv.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.39819] opening iv.png rb
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.39835] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.39848] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.39859] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.39868] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.39877] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.39885] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.39896] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.39903] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.39910] Fake format
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.39918] Alpha doesn't match
d3d      D         d3d_disp.cpp:1213 real_choose_bitmap_format        [   0.39926] Adapter format is 23
d3d      D         d3d_disp.cpp:1216 real_choose_bitmap_format        [   0.39934] Found a format
d3d      I         d3d_disp.cpp:2387 d3d_create_bitmap                [   0.39942] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.40156] added dtor for bitmap 0C2E2028, func 790B23FB
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.40786] opening img1.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.40812] opening img1.jpg rb
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.40828] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.40836] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.40844] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.40853] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.40860] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.40869] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.40877] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.40887] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.40897] Fake format
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.40907] Alpha doesn't match
d3d      D         d3d_disp.cpp:1213 real_choose_bitmap_format        [   0.40915] Adapter format is 23
d3d      D         d3d_disp.cpp:1216 real_choose_bitmap_format        [   0.40923] Found a format
d3d      I         d3d_disp.cpp:2387 d3d_create_bitmap                [   0.40931] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.41136] added dtor for bitmap 0C2D73E0, func 790B23FB
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.41585] opening img2.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.41612] opening img2.jpg rb
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.41630] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.41639] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.41647] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.41659] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.41668] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.41679] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.41690] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.41701] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.41709] Fake format
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.41716] Alpha doesn't match
d3d      D         d3d_disp.cpp:1213 real_choose_bitmap_format        [   0.41724] Adapter format is 23
d3d      D         d3d_disp.cpp:1216 real_choose_bitmap_format        [   0.41732] Found a format
d3d      I         d3d_disp.cpp:2387 d3d_create_bitmap                [   0.41740] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.41943] added dtor for bitmap 0C2D7580, func 790B23FB
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.42371] opening img3.jpg rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.42393] opening img3.jpg rb
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.42409] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.42417] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.42425] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.42433] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.42441] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.42450] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.42458] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.42465] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.42474] Fake format
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.42482] Alpha doesn't match
d3d      D         d3d_disp.cpp:1213 real_choose_bitmap_format        [   0.42491] Adapter format is 23
d3d      D         d3d_disp.cpp:1216 real_choose_bitmap_format        [   0.42499] Found a format
d3d      I         d3d_disp.cpp:2387 d3d_create_bitmap                [   0.42507] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.42708] added dtor for bitmap 0C2EF1A8, func 790B23FB
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.43148] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.43159]  0.707107 0.000000
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.43167]  0.000000 0.707107
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.43565] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.43577] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.43682] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.43693] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.43799] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.43810] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.43875] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.43884] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.43953] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.43962] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.44065] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.44076] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.44143] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.44152] _al_d3d_sync_bitmap (video) ref count == 1
audio    W         kcm_stream.c:644  _al_kcm_refill_stream            [   0.44167] Out of buffers
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.44222] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.44231] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.44298] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.44307] _al_d3d_sync_bitmap (video) ref count == 1
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.44373] opening Sprites/MC_Sprite_walk.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.44395] opening Sprites/MC_Sprite_walk.png rb
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.44409] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.44417] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.44425] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.44434] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.44441] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.44449] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.44457] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.44465] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.44473] Fake format
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.44481] Alpha doesn't match
d3d      D         d3d_disp.cpp:1213 real_choose_bitmap_format        [   0.44489] Adapter format is 23
d3d      D         d3d_disp.cpp:1216 real_choose_bitmap_format        [   0.44500] Found a format
d3d      I         d3d_disp.cpp:2387 d3d_create_bitmap                [   0.44508] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.44549] added dtor for bitmap 0C31E998, func 790B23FB
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.44658] opening Sprites/MC_Sprite_idle.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.44678] opening Sprites/MC_Sprite_idle.png rb
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.44692] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.44700] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.44708] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.44717] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.44725] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.44733] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.44741] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.44749] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.44757] Fake format
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.44764] Alpha doesn't match
d3d      D         d3d_disp.cpp:1213 real_choose_bitmap_format        [   0.44773] Adapter format is 23
d3d      D         d3d_disp.cpp:1216 real_choose_bitmap_format        [   0.44781] Found a format
d3d      I         d3d_disp.cpp:2387 d3d_create_bitmap                [   0.44789] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.44821] added dtor for bitmap 0DB119E8, func 790B23FB
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.44921] opening Sprites/goblins.png rb
stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.44940] opening Sprites/goblins.png rb
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.44954] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.44962] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.44970] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.44978] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.44986] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.44994] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.45002] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.45010] Fake format
d3d      D         d3d_disp.cpp:1198 real_choose_bitmap_format        [   0.45018] Fake format
d3d      D         d3d_disp.cpp:1206 real_choose_bitmap_format        [   0.45026] Alpha doesn't match
d3d      D         d3d_disp.cpp:1213 real_choose_bitmap_format        [   0.45034] Adapter format is 23
d3d      D         d3d_disp.cpp:1216 real_choose_bitmap_format        [   0.45041] Found a format
d3d      I         d3d_disp.cpp:2387 d3d_create_bitmap                [   0.45049] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.45081] added dtor for bitmap 0DB11708, func 790B23FB
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.45454] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.45468] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.45479] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.45488] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.45510] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.45521] _al_d3d_sync_bitmap (video) ref count == 1
dtor     D               dtor.c:196  _al_register_destructor          [   1.36347] added dtor for sub_bitmap 0DB11D30, func 790B23FB
dtor     D               dtor.c:116  _al_run_destructors              [   2.74886] calling dtor for sub_bitmap 0DB11D30, func 790B23FB
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.74913] removed dtor for sub_bitmap 0DB11D30
dtor     D               dtor.c:116  _al_run_destructors              [   2.74930] calling dtor for bitmap 0DB11708, func 790B23FB
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.74943] removed dtor for bitmap 0DB11708
dtor     D               dtor.c:116  _al_run_destructors              [   2.74954] calling dtor for bitmap 0DB119E8, func 790B23FB
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.74967] removed dtor for bitmap 0DB119E8
dtor     D               dtor.c:116  _al_run_destructors              [   2.74981] calling dtor for bitmap 0C31E998, func 790B23FB
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.74994] removed dtor for bitmap 0C31E998
dtor     D               dtor.c:116  _al_run_destructors              [   2.75015] calling dtor for bitmap 0C2EF1A8, func 790B23FB
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.75023] removed dtor for bitmap 0C2EF1A8
dtor     D               dtor.c:116  _al_run_destructors              [   2.75054] calling dtor for bitmap 0C2D7580, func 790B23FB
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.75067] removed dtor for bitmap 0C2D7580
dtor     D               dtor.c:116  _al_run_destructors              [   2.75103] calling dtor for bitmap 0C2D73E0, func 790B23FB
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.75113] removed dtor for bitmap 0C2D73E0
dtor     D               dtor.c:116  _al_run_destructors              [   2.75154] calling dtor for bitmap 0C2E2028, func 790B23FB
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.75164] removed dtor for bitmap 0C2E2028
dtor     D               dtor.c:116  _al_run_destructors              [   2.75208] calling dtor for bitmap 0C2EC7A8, func 790B23FB
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.75225] removed dtor for bitmap 0C2EC7A8
dtor     D               dtor.c:116  _al_run_destructors              [   2.75273] calling dtor for bitmap 0C2E1E88, func 790B23FB
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.75294] removed dtor for bitmap 0C2E1E88
dtor     D               dtor.c:116  _al_run_destructors              [   2.75328] calling dtor for bitmap 0C2E1AB8, func 790B23FB
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.75341] removed dtor for bitmap 0C2E1AB8
dtor     D               dtor.c:116  _al_run_destructors              [   2.75374] calling dtor for bitmap 0C2D7240, func 790B23FB
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.75385] removed dtor for bitmap 0C2D7240
dtor     D               dtor.c:116  _al_run_destructors              [   2.75427] calling dtor for bitmap 0C2E1CE8, func 790B23FB
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.75439] removed dtor for bitmap 0C2E1CE8
dtor     D               dtor.c:116  _al_run_destructors              [   2.75483] calling dtor for queue 0C1F1830, func 790B154B
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.75493] removed dtor for queue 0C1F1830
dtor     D               dtor.c:116  _al_run_destructors              [   2.75509] calling dtor for queue 00DC43A0, func 790B154B
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.75521] removed dtor for queue 00DC43A0
dtor     D               dtor.c:116  _al_run_destructors              [   2.75536] calling dtor for timer 00DAEA00, func 790B1695
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.75546] removed dtor for timer 00DAEA00
dtor     D               dtor.c:116  _al_run_destructors              [   2.75558] calling dtor for timer 00DAE850, func 790B1695
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.75569] removed dtor for timer 00DAE850
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.75577] removed dtor for sample_instance 079601D8
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.75587] removed dtor for sample_instance 0795FD78
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.75606] removed dtor for sample_instance 0795FC60
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.75615] removed dtor for sample_instance 07960638
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.75635] removed dtor for sample_instance 079602F0
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.75645] removed dtor for mixer 079A5D78
audio-dsound D           dsound.cpp:528  _dsound_stop_voice               [   2.75661] Stopping voice
audio-dsound D           dsound.cpp:545  _dsound_stop_voice               [   2.75677] Joining thread
audio-dsound D           dsound.cpp:551  _dsound_stop_voice               [   2.76213] Joined thread
audio-dsound D           dsound.cpp:553  _dsound_stop_voice               [   2.76241] Destroying thread
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [   2.76252] Thread destroyed
audio-dsound D           dsound.cpp:562  _dsound_stop_voice               [   2.76263] Releasing buffer
audio-dsound I           dsound.cpp:566  _dsound_stop_voice               [   2.76271] Voice stopped
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.76279] removed dtor for voice 0799FEE0
audio-dsound D           dsound.cpp:380  _dsound_deallocate_voice         [   2.76290] Deallocating voice
audio-dsound D           dsound.cpp:385  _dsound_deallocate_voice         [   2.76303] Deallocated voice
dtor     D               dtor.c:116  _al_run_destructors              [   2.76332] calling dtor for sample 0C2ED270, func 7948124E
dtor     D               dtor.c:227  _al_unregister_destructor        [   2.76343] removed dtor for sample 0C2ED270
audio-dsound D           dsound.cpp:296  _dsound_close                    [   2.76363] Releasing device
audio-dsound D           dsound.cpp:298  _dsound_close                    [   2.77096] Released device
audio-dsound I           dsound.cpp:299  _dsound_close                    [   2.77107] DirectSound closed
d3d      I         d3d_disp.cpp:911  d3d_destroy_display              [   2.77190] destroying display 0292E768 (current 0BFC2BC0)
d3d      D         d3d_disp.cpp:895  d3d_destroy_display_internals    [   2.77570] waiting for display 0292E768's thread to end
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [   2.77861] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1558 d3d_display_thread_proc          [   2.78645] d3d display thread exits
d3d      I         d3d_disp.cpp:911  d3d_destroy_display              [   2.78661] destroying display 0BFC2BC0 (current 00000000)
d3d      D         d3d_disp.cpp:895  d3d_destroy_display_internals    [   2.78961] waiting for display 0BFC2BC0's thread to end
d3d      W         d3d_disp.cpp:608  d3d_destroy_device               [   2.79609] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1558 d3d_display_thread_proc          [   2.80917] d3d display thread exits
